sample_id,source_index,user_id,session_id,repetition_id,embedding_00,embedding_01,embedding_02,embedding_03,embedding_04,embedding_05,embedding_06,embedding_07,embedding_08,embedding_09,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31
s050_s05_r25,17424,s050,5,25,0.6949398,0.0,3.6425762,0.6649147,0.8326476,3.3095942,3.5062299,5.396685,1.2711232,0.95985305,0.0,2.8321128,2.6191103,1.6717154,1.5732071,4.1716805,0.14743227,3.3367076,2.2276907,3.6030254,0.60449636,2.0460958,2.0214162,3.1285176,1.9398506,4.724238,0.0,3.527018,2.739923,0.8550536,1.4659731,0.0
s042_s08_r41,14790,s042,8,41,0.0,0.0,2.5211287,5.9938164,0.11105037,1.5865281,4.3091187,3.954166,0.87625676,0.0,2.9494169,1.0930247,0.0,2.716472,3.9749362,2.198196,2.6653607,2.3074849,0.60774994,0.0,0.0,4.877615,2.330431,3.5048418,0.97161496,0.0,0.0,1.2936784,0.0,0.029890865,3.365934,1.472358
s025_s08_r02,7951,s025,8,2,0.11219829,0.449322,1.7994382,0.16924697,1.4547802,1.287375,2.3629684,1.8360372,3.8962626,1.9538801,2.1282563,0.0,0.0,2.776953,2.2103105,4.189923,1.2127544,1.9715955,1.4110975,0.0,3.62195,1.8342732,4.0623755,2.0401,0.0,0.12625498,0.0,0.0,4.6683235,2.8159552,0.0,0.75857127
s046_s03_r02,15701,s046,3,2,1.7020812,0.0,3.1538997,2.1729403,2.3154516,1.5950103,2.5487795,3.5945034,2.968906,2.449061,2.214951,4.3028507,0.9020245,3.98061,0.0,4.437985,2.3386083,1.4019103,3.0329556,1.3493043,2.4007583,1.214364,3.2138586,2.2951694,1.0875748,3.0922413,0.0,0.7388381,1.8901426,1.4439163,2.0852761,1.8085947
s026_s04_r23,8172,s026,4,23,0.41178963,1.6243021,3.2910085,3.9178736,2.9010415,0.10048723,1.237476,3.7439036,2.6520076,0.0,0.0,3.224882,2.2503953,1.9299663,1.2025859,3.3457026,1.3088784,3.643817,2.7296233,1.8052136,2.853154,0.0,0.8667929,3.6249528,2.1377785,2.8819368,0.0,0.0,2.615915,0.20820099,1.585146,3.0428715
s052_s01_r25,18024,s052,1,25,0.0,1.9718504,1.8171397,4.0646544,3.1792529,0.0,3.6879487,0.0,0.0,0.0,2.7752552,4.712415,0.27304673,0.0,3.4642453,0.0,1.6525414,0.18925714,0.0,0.9940263,5.2161646,3.6846557,0.0,1.3124348,0.0,0.0,2.0228293,5.7408338,0.0,0.0,6.1342883,5.4315796
s041_s03_r07,14106,s041,3,7,2.7032223,0.0,0.0,0.0,0.0,3.345303,0.0,1.4880638,0.4863489,3.876046,4.8426924,1.249788,6.22538,0.27761334,0.57030344,0.56214005,2.314106,0.0,1.1801199,0.0,0.0,0.0,0.0,4.7905326,0.0,0.1190837,1.2819784,1.3095967,0.0,0.0,2.1619596,0.0
s052_s08_r15,18364,s052,8,15,0.0,2.1576896,0.0,6.9712276,4.52026,0.0,4.9527707,0.0,0.0,0.0,0.0,4.1160526,0.0,0.0,2.9014544,0.0,0.25013968,1.9131608,0.0,0.44824317,3.9956057,0.7909323,0.0,1.1590092,2.1399143,0.0,3.7980545,5.8920283,0.0,0.0,6.810252,6.97073
s020_s06_r02,6251,s020,6,2,0.13819033,4.955538,5.399637,1.7163253,0.7884202,1.2641873,1.7984754,0.0,0.5358104,0.0,0.0,4.0585785,2.2857027,0.0,0.0,0.0,0.99236155,3.7096205,0.0,6.6187735,3.2786825,0.81468964,0.0,2.195889,0.674173,0.0,3.4515016,3.3818407,0.0,0.0,3.0337546,0.7491821
s051_s03_r01,17700,s051,3,1,1.408768,4.3062067,2.7037222,5.0426655,3.1999228,1.6986635,1.599949,2.827444,1.1789552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.685901,3.7945952,0.0,0.7458189,5.4485564,2.7187834,4.7008486,0.0,1.0614734,2.2231784,2.3368168,0.0,0.0,1.0941887,0.0,0.7496498
s031_s08_r13,10362,s031,8,13,1.2905748,0.0,1.5509696,0.8204648,0.0,2.657072,1.9878418,3.1646035,1.191574,1.2585889,4.0805144,0.8783031,0.0,3.3531191,0.0,4.36473,0.8637241,1.1116248,4.082055,3.0137603,3.1439664,3.6143131,2.179253,3.6245637,0.14370853,2.762792,0.0,3.500722,0.02045957,4.1192994,0.0,1.5444717
s004_s02_r16,865,s004,2,16,1.7039714,2.2944384,1.7558894,0.0,0.0,2.295856,3.001803,1.7980132,0.0,2.9492025,0.0,0.0,3.4834974,2.7420232,1.5785512,4.4534335,0.39137834,5.2684736,0.0,3.8453565,3.3654342,0.5193907,0.0,0.923683,0.17838788,0.0,1.2995901,3.7315693,0.37853143,1.933817,0.18650436,1.4399137
s002_s05_r14,213,s002,5,14,2.621633,1.1025441,0.37852854,0.8262677,3.2985756,0.3439464,0.06798315,0.08845425,3.6305838,0.0,0.0,0.0,1.5397338,3.719363,0.7558417,1.0807929,0.0,2.4020796,0.1249059,2.0135677,6.2924175,0.0,1.3746413,2.887494,4.1848397,4.7286987,3.987208,0.0,3.3869886,0.0,0.0,2.8289526
s022_s05_r08,7007,s022,5,8,3.5648258,0.0,0.0,2.3972924,2.941107,0.0,1.2181977,3.0714545,3.2226038,2.5590725,0.0,1.3691542,0.0,2.363178,0.0,0.0,5.586567,0.0,0.0,0.0,0.0,0.0,5.0518107,0.0,5.2570763,3.6248405,0.0,3.3522716,0.0,1.4783988,0.26853076,1.6943281
s057_s06_r27,20276,s057,6,27,0.26332313,3.3860912,1.2732778,6.5041556,6.8907223,0.0,2.0423858,1.3853538,0.0,0.0,0.0,0.9766606,0.0,0.0,3.614376,0.0,0.09384483,4.284972,5.5263443,2.2324605,0.0,0.18649203,0.0,0.7256448,0.11565614,0.0,3.62023,0.0,0.0,0.0,0.0,0.0
s041_s08_r26,14375,s041,8,26,3.4676952,0.0,0.0,0.0,0.0,7.7909985,0.0,0.0,0.0,7.858369,2.8100972,0.0,10.25739,0.0,3.5553782,0.0,0.0,0.0,0.0,7.095333,0.0,0.0,0.0,6.088035,0.24216485,0.0,2.81342,1.7633462,0.0,0.0,0.0,0.0
s050_s01_r25,17224,s050,1,25,0.0,0.0,1.875669,0.0,1.549562,0.5471421,3.1823096,2.1446223,1.7520561,0.0,0.0,0.6220117,3.9279883,3.408285,2.9962084,2.7424445,0.0,3.242651,0.0,5.172571,1.8961496,1.4506595,3.0941944,2.837441,4.0553074,4.0430646,1.7808402,3.1829515,2.4221342,0.0,0.0,0.0
s022_s08_r12,7161,s022,8,12,4.5161953,0.0,0.0,3.1510022,3.4549863,1.078974,2.2851162,3.8210254,1.3990906,1.8280914,0.0,0.35509056,0.0,1.5463146,0.0,1.4475597,4.8912787,0.6829242,0.0,0.0,0.0,0.0,4.164228,0.0,5.0931096,4.61801,0.0,4.233377,0.0,2.9375749,0.0,1.2697775
s010_s05_r05,2604,s010,5,5,2.762201,5.561017,4.0485425,0.58512837,0.3765552,2.310942,2.1375856,5.3021283,0.0,0.0,0.0,0.0,0.8382008,0.4513227,0.0,0.0,0.1913664,5.399296,0.0,0.0,0.96261215,0.0,0.18099639,0.0,5.206022,0.0,2.5493784,0.0,2.534961,4.9415836,0.54128444,0.0
s020_s03_r12,6111,s020,3,12,0.0,0.0,4.103171,0.0,0.0,5.419122,3.2939143,2.5940368,0.0,0.0,0.0,4.996885,6.4179897,0.0,3.5305295,0.0,0.0,5.8668733,0.0,6.022724,2.6198332,0.017535448,0.0,6.1387997,0.0,0.0,4.388352,2.3987374,0.0,0.0,0.41038492,0.0
s007_s07_r42,1941,s007,7,42,1.6676862,1.8703936,4.2646804,2.7066162,1.3328558,0.0,4.761804,1.9726176,1.8355993,0.0,0.0,1.5377862,0.0,0.0,4.98585,0.0,5.623642,4.2181773,0.0,1.834115,1.2274868,1.0739485,1.8643647,0.0,0.6628634,0.0,0.47809893,0.0,0.0,0.0,0.0,3.4235778
s026_s04_r45,8194,s026,4,45,0.0,1.1040566,2.658068,4.8748193,1.0937593,1.3281425,0.5017874,3.421298,2.1975813,0.0,0.0,2.9693356,1.5462375,2.0467162,2.4143336,1.240232,0.0,2.5511048,3.1629803,0.67399156,3.079565,0.9448864,1.6993679,4.7918487,5.1260743,3.193745,1.0850257,0.0,2.2744777,0.95599765,1.5496202,2.4819455
s027_s03_r29,8528,s027,3,29,0.30745804,0.0,0.6073435,1.6945468,1.7297015,3.4407158,3.3828654,1.3019152,0.97188437,2.8106122,2.2715948,1.1074634,0.7927617,2.8232605,2.1502733,4.6356807,0.71370286,1.335905,3.697927,3.0952425,0.8768477,1.8441209,1.1911979,4.3355265,0.7398888,1.4573567,0.0,2.77134,2.0843387,2.0067348,3.3217049,3.5054247
s013_s08_r45,3994,s013,8,45,0.07458222,4.796873,0.0,0.0,5.767893,1.9378113,2.8296132,0.0,2.624736,1.3553606,0.0,2.4096186,2.3430061,0.0,1.7480564,0.0,0.42692935,2.2671475,2.5832937,6.4207373,2.1687186,0.0,0.0,0.86558294,2.532174,1.6841013,4.6537185,0.0,5.4990907,0.7565133,0.0,0.0
s031_s02_r03,10052,s031,2,3,0.0,0.82377034,1.5878034,1.4979672,2.0329385,0.6176818,2.1159678,1.3386699,1.0804687,1.6361324,0.70201707,2.066839,0.0,4.352726,0.0,3.9987266,1.7223294,2.04384,1.5822392,1.1659263,4.253625,2.3932903,2.167581,1.5656147,0.0,1.8610668,0.0,2.9624548,2.0265467,3.1201396,2.155406,2.5884092
s022_s06_r02,7051,s022,6,2,1.1320176,0.0,0.0,2.0399883,3.183515,0.0,0.86983705,2.4277327,2.7307992,3.5810351,0.0,1.7010099,0.0,0.67249775,0.0,0.9288176,3.3630736,0.0,0.0,0.0,0.0,0.0,5.9172273,0.0,4.630547,2.7753901,0.0,6.2720175,0.0,1.2994187,0.36700952,1.4303129
s033_s04_r43,10992,s033,4,43,0.0,0.0,0.0,0.946818,1.2560796,0.0,0.0,0.0,0.0,6.6636286,7.751602,0.0,8.416702,0.0,4.4021163,0.17075619,0.0,0.0,0.0,0.0,2.6359138,1.888634,0.0,6.041141,0.0,2.9802346,0.49393833,0.84230167,0.0,0.0,3.1255844,6.2162156
s008_s04_r08,2157,s008,4,8,0.0,3.710164,5.6217556,0.0,4.0274434,3.2046971,4.029914,0.0,5.618734,0.0,0.7204851,0.0,0.0,0.0,2.636609,0.0,1.2866893,2.7983732,0.0,3.8014345,1.7056816,2.1139257,1.5078683,2.00281,0.0,0.0,2.595652,0.0,1.4612466,0.0,0.0,0.0
s057_s08_r31,20380,s057,8,31,0.0,3.8633397,2.2869391,4.5851865,3.6155837,0.0,1.1236358,1.9902828,0.7526196,0.0,0.0,4.0262036,2.885044,0.0,4.7943234,0.0,1.1910079,3.8121805,3.3885572,1.9833335,1.1804929,2.0957499,0.0,5.0066257,1.2446316,0.0,3.6284764,0.8562899,1.2704202,1.2361588,1.6122267,1.7328756
s048_s03_r01,16500,s048,3,1,0.0,3.2769315,3.0117018,3.9882743,2.4532752,0.0,0.0,1.1971947,3.8848362,0.0,0.0,3.404897,0.6570724,0.0,2.3419268,0.71906275,1.9709713,4.0251026,0.0,0.0,5.2434077,1.4511714,0.5338201,5.0959272,1.6546655,3.173542,3.3322787,0.0,2.1742852,0.0,0.0,2.9780567
s032_s06_r21,10670,s032,6,21,5.1031804,0.7395792,1.181547,2.4456031,1.4819332,3.3980684,1.6359186,3.0095248,0.43951103,0.0,0.5875372,3.7628186,4.7989388,0.54747856,0.0,2.1687167,2.4191954,3.5188074,6.443607,3.607931,0.7729974,0.0,1.077534,0.55270684,0.70826894,0.77439195,0.0,2.036749,0.6574271,0.0,2.4308279,0.0
s016_s02_r08,4457,s016,2,8,0.0,0.0,0.0,1.3627388,1.9453111,0.0,0.0,3.1250484,2.2429533,4.1379566,1.9821632,2.1982603,1.1196617,1.3088644,0.4907886,3.814039,0.0,0.0,0.94994074,3.1608167,0.0,0.0,3.8720078,2.1715813,0.87346256,0.0,0.0,1.887669,1.8166635,0.0,3.5778468,0.0
s041_s02_r29,14078,s041,2,29,2.674613,0.0,0.0,0.14008313,0.0,0.45217407,0.0,0.0,2.9199185,5.1637807,5.117052,3.6407707,9.722993,0.0,1.6625004,0.0,0.0,0.0,0.0,0.9867417,0.0,0.0,0.0,8.512399,0.99976206,0.7515906,0.0,0.0,0.0,0.0,0.0,0.0
s031_s08_r32,10381,s031,8,32,0.5959648,0.0783928,1.8283033,3.0321722,0.0,2.0599775,0.61758786,1.2632577,3.2262614,0.0,5.0661716,0.0,0.0,3.182038,1.6467254,4.36568,1.7195642,2.2144396,2.2803643,2.2136211,1.9631562,4.1693897,2.0174901,4.163108,0.36093348,0.0,0.37765563,2.5143347,0.8670274,0.053975046,0.0,2.9199545
s024_s08_r39,7588,s024,8,39,1.4254845,0.5638927,0.0,1.7284855,1.1370921,0.0,1.8124161,2.4564474,0.0,0.0,0.0,0.0,0.0,3.9669,0.0,1.9795072,1.5235629,2.738357,0.0,0.0,0.0010620952,3.2313209,3.0110888,0.5026156,0.0,3.525152,4.7411027,1.6374522,1.5260881,4.517719,0.0,2.9638505
s002_s03_r44,143,s002,3,44,0.7027925,0.015892774,3.2424939,0.0,1.8825144,1.6220163,1.265854,2.9860911,3.287986,2.9946082,1.3498013,0.52001864,0.55484086,4.0724344,1.8918128,3.7438726,1.3500519,2.5131388,1.1983138,1.2559505,3.144216,0.43945473,1.278339,3.4499059,1.2530586,1.4286274,1.3594011,0.0,2.9803777,0.51227224,0.098737,1.8633392
s021_s01_r02,6401,s021,1,2,0.0,0.0,0.0,3.4768803,1.4945415,0.0,2.2625911,4.2853513,0.0,1.19447,0.0,0.13838693,0.0,2.580889,0.0,1.085099,1.9911466,0.0,0.5541362,0.0,0.0,1.6234361,2.7324724,0.9439233,2.3859632,0.0,0.0,5.1048,3.2524636,2.2746124,5.0401745,2.0024836
s028_s01_r41,8840,s028,1,41,2.433258,4.900367,0.0,0.8882964,3.7673576,2.654115,4.1906285,0.0,0.0,0.0,0.0,0.0,0.0,2.2443018,0.0,0.64205325,2.2168279,2.8447871,0.0,0.0,3.0760248,1.0969508,5.786514,0.0,0.3351499,3.2661362,4.726532,0.6743972,0.0,5.0010266,0.0,3.725631
s041_s03_r10,14109,s041,3,10,3.03001,0.0,0.38029358,0.0,0.0,6.7322106,0.0,3.9045393,1.1864586,1.8402205,4.2733126,0.0,6.4287233,0.0,0.0,0.0,2.5977328,0.07986683,0.0,0.0,0.0,0.0,0.0,0.0,4.574742,0.0,0.0,2.0288193,0.0,0.0,3.2192864,0.0
s015_s05_r27,4226,s015,5,27,0.0,7.5645084,1.9539666,2.791132,5.6833057,0.0,2.2845087,0.0,2.3260875,0.0,0.0,0.0,2.249536,0.0,5.451656,0.0,0.341318,4.8521357,0.0,0.0,5.786034,0.0,0.0,1.317646,4.382629,0.0,3.7257712,0.0,2.6900759,1.4779184,0.0,3.360263
s003_s01_r28,427,s003,1,28,3.2377977,4.9547787,1.8475289,0.0,0.13466632,2.2797377,2.4231727,0.0,0.0,5.4237156,3.987079,0.0,3.105898,0.0,3.683616,2.8077998,1.3231893,0.0,4.1195173,2.5381832,0.093328714,0.0,0.0,2.2769842,1.829174,0.0,4.1262712,0.08006543,0.0,0.06046164,1.0070611,0.0
s030_s05_r45,9844,s030,5,45,0.0,1.5633541,1.8927727,0.7545162,0.0,2.2655187,0.0,1.4540604,0.0,3.7130165,4.200406,0.0,0.73488736,0.041877627,0.9163419,2.5970938,2.6119244,0.59294635,0.3772611,0.0,0.0,0.0,0.0,0.0,2.5740433,0.0,0.0,0.0,0.3168499,0.0,4.4420533,0.0
s005_s04_r34,1383,s005,4,34,2.068739,0.52878714,0.7573791,0.0,3.1969023,0.42581388,3.9966087,0.0,1.3158185,4.22038,2.7252517,2.7631953,1.5528473,0.5901755,1.7749496,4.9689603,1.9279122,0.0,2.7725732,0.0,1.2533174,0.0,0.0,2.4082131,0.8344832,4.205541,0.429987,1.0931541,0.0,0.17249474,3.557846,3.141683
s036_s03_r27,12126,s036,3,27,6.049231,0.0,0.0,6.2149963,6.2786484,0.0,0.0,2.1269715,0.0,1.2766435,0.0,4.0793552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.646872,0.0,10.304222,3.38124,0.0,5.472364,0.0,3.164,0.16926089,0.0
s032_s05_r12,10611,s032,5,12,3.4073129,4.4472857,2.9304519,0.0,0.22057384,3.5749779,1.7475911,0.6728065,0.0,2.7612522,0.0,0.0,2.389711,0.0,1.6080725,3.1950061,0.0,3.0844574,4.3716407,2.1307516,1.2499586,0.55375963,0.0,0.0,1.3693616,0.0,2.2308116,0.10666132,2.3499098,2.0434456,0.0,0.0
s036_s07_r39,12338,s036,7,39,2.724788,0.0,0.0,4.750532,2.537631,0.0,2.3451295,2.3750699,0.0,2.6367662,0.0,2.1159704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7152925,5.198659,0.0,5.414481,1.0867805,0.0,4.3711414,0.0,5.8713994,1.4678609,2.3144116
s048_s04_r44,16593,s048,4,44,0.0,3.3117883,3.1007304,0.0017614961,2.0960507,1.629698,0.82468116,0.0,2.8063495,0.0,0.06180039,0.38556907,2.5599098,0.0,2.1887238,0.19545424,2.0780177,3.7210941,0.0,1.8083766,3.9957595,3.8945851,0.0,3.8077116,0.0,0.0,2.3107462,0.97391707,0.40169603,0.0,0.8911287,2.4316552
s002_s03_r49,148,s002,3,49,0.2932027,0.5484751,2.3885336,0.0,2.4020362,1.2573161,2.383154,1.205833,1.8895184,3.068323,0.0,0.7168826,2.8018212,3.9549532,2.6961467,5.772739,0.0,2.0805724,1.350402,2.62985,2.7793176,0.0,0.08989465,3.3805285,1.9744785,1.1358289,0.99136126,0.9437652,3.182347,0.0,1.642818,2.353052
s016_s08_r43,4792,s016,8,43,0.0,0.0,2.3797617,1.8994803,2.3974674,1.4086337,2.7797074,3.818891,3.0266635,2.735405,2.3346448,3.4954574,1.576276,3.318648,0.7780701,5.7841086,1.5403998,1.4940112,1.664921,2.9473708,1.8135223,1.2217866,3.9394603,2.8114922,1.1422216,2.3508415,0.0,2.4117813,1.9437824,0.0,2.8188689,2.1000032
s027_s01_r17,8416,s027,1,17,0.80272496,1.0007523,0.0,0.0,2.4508054,5.120783,3.652484,0.0,0.0,3.462547,0.7952277,0.0,0.0,2.0138001,1.1829782,1.4231615,0.0,3.536971,3.8166993,5.197652,2.4198527,1.4167488,1.6586714,1.8111771,3.4907784,0.96348214,0.667331,5.1576447,0.25609463,4.927862,2.9968574,6.282118
s005_s03_r40,1339,s005,3,40,1.3444389,0.0,2.233137,0.58916926,3.032597,0.8508712,4.383515,0.29183668,2.452162,4.012569,2.3949454,2.9791648,0.50093627,3.0147848,0.714535,5.4983296,1.0051373,0.7702899,3.7100747,0.35643756,1.3589177,1.8521552,3.033605,1.8672419,0.42114434,2.5640662,0.0,2.9664993,1.6281074,0.9599855,1.4353695,2.3341188
s007_s01_r06,1605,s007,1,6,0.0,0.5049802,0.122201025,4.124509,0.6761056,0.0,3.7169733,2.1433415,0.0,0.0,0.0,2.5638704,0.029083252,0.67206895,0.986519,2.8405502,1.4628686,2.6749294,1.568136,0.0,1.678035,0.27262637,2.0039456,2.176405,2.2953312,0.0,0.16627242,3.2022076,1.7238332,0.7797296,5.0093894,2.4790204
s022_s06_r15,7064,s022,6,15,1.8749006,0.0,0.0,1.4962595,1.8015664,0.0,1.0406288,2.3278568,2.028042,2.9738073,0.0,0.03350377,0.0,2.7399096,0.0,0.0,4.16741,0.0,0.0,0.0,0.0,0.0,4.9885902,0.0,3.1518126,1.9789374,0.0,4.130585,0.0,2.8234978,2.403776,0.95329475
s057_s07_r22,20321,s057,7,22,1.2757306,2.7746227,1.3410419,3.7656658,5.5444717,0.0,0.0,2.4503088,3.8858414,0.0,0.0,0.95141196,1.6947423,0.0,3.2424622,0.0,2.1145954,6.140529,4.396805,1.2564809,0.8910798,0.0,0.0,4.14974,4.326394,1.5322789,3.5726597,0.0,1.4838519,0.0,0.0,0.0
s022_s07_r06,7105,s022,7,6,3.6773915,0.0,0.0,3.487437,2.4132404,0.24250376,3.0532718,3.9151511,0.416087,0.96008885,0.0,0.13772377,0.0,1.8617625,0.0,0.0,4.500154,0.0,0.041498035,0.0,0.0,0.0,4.2864265,0.0,5.280119,3.864663,0.17454432,3.6367311,0.0,2.9602942,0.0,0.9766928
s047_s02_r10,16059,s047,2,10,0.38000458,0.0,2.1083424,0.70501995,1.1793755,2.3780985,2.159765,4.2665634,0.24101192,2.1581311,0.0,0.0,0.0019318461,4.216772,3.826594,2.3286633,0.0,0.0,0.04619345,0.0,0.0,5.9260664,1.4743233,2.2143614,0.0,3.3546822,0.724013,0.3945761,2.3621519,2.6661124,0.0,1.8320482
s007_s01_r42,1641,s007,1,42,0.0,0.36996445,1.6206112,3.3762097,0.7788204,0.0,4.332201,4.5619583,0.0,0.0,0.0,1.7889959,0.019923955,0.0,5.4472504,1.4760989,0.0,3.2213817,0.0,0.0,0.0,3.7333207,0.0,2.9521508,1.0851215,0.0,4.1912227,1.3637453,0.21796706,0.27716923,5.340073,3.541454
s042_s01_r22,14421,s042,1,22,0.0,0.0,2.4539359,6.2041597,1.5878682,0.08333218,4.8549824,3.8527613,0.7541691,0.0,1.9020097,1.6458435,0.0,2.616891,1.6409724,1.5557128,3.8308535,2.948728,0.0,0.23919594,1.4369271,3.7912521,3.6655483,0.0,0.0,0.0,0.0,1.3229691,0.0,0.0,2.9352653,3.962722
s016_s07_r33,4732,s016,7,33,0.93579674,0.0,0.0,0.6137802,1.3211422,1.2916359,1.1258178,3.1150875,3.15107,2.5248072,0.01191777,1.9628141,3.714197,2.7753048,1.4655662,3.3179004,1.8734436,3.6686063,1.0674136,2.1234179,1.3558761,0.0,1.9142225,1.1127237,2.5972261,1.2009249,0.0,2.0911527,0.59703195,0.0,3.6098387,2.847515
s039_s08_r05,13554,s039,8,5,3.6488047,0.22004494,4.977,0.0,2.2297115,2.6054344,5.1606345,0.0,3.0255182,1.9527624,0.0,3.6348083,4.7455363,0.0,2.4076066,5.573663,0.0,3.6375027,0.0,2.9181097,2.790531,0.9744805,3.8013492,0.100259304,0.0,3.839029,1.0613458,0.0,2.6295493,0.0,0.0,0.0
s036_s01_r18,12017,s036,1,18,5.095159,0.0,0.0,4.869587,3.8707755,0.0,4.6761947,2.4956946,0.0,2.789208,0.0,1.8683747,0.0,0.0,0.0,0.0,2.3983607,0.0,1.1204977,0.0,0.0,0.0,6.824001,0.0,6.7365355,3.2643137,0.0,6.1891813,0.0,4.443016,0.0,0.0
s044_s01_r48,15247,s044,1,48,0.6961864,0.23425221,0.0,4.704993,3.7815602,2.7744823,3.4541502,4.9266214,0.0,0.0,0.0,0.0,0.0,0.5387735,0.55018014,2.6118934,0.0,0.8485288,0.0,0.0,0.0,4.460932,5.7238035,0.28410155,5.370618,4.280193,2.3629997,1.6054609,0.0,4.659497,0.0,4.383985
s046_s07_r36,15935,s046,7,36,0.0,0.0,2.491258,2.9809978,1.0820451,2.5932083,2.497665,5.433338,2.9010098,1.4715122,1.8915405,2.7322066,1.7166904,3.2238822,2.466033,3.6699133,1.5614424,0.47992817,0.49208498,2.1478152,0.4553288,3.2272441,2.3665447,4.4316826,0.09544414,1.7568841,0.0,0.9063941,1.9793586,0.0,1.8080444,1.8925426
s018_s06_r44,5493,s018,6,44,0.0,2.1042411,5.5578613,2.5260837,2.2012196,0.0,5.2767386,0.0,3.2037768,0.0,3.2089498,0.8600563,0.0,1.1847196,5.0930862,0.7772577,2.2897372,0.39015943,0.0,1.2899487,1.6872468,3.845234,0.13444853,2.415614,0.0,0.0,0.0,3.5100808,0.0,0.0,0.0,4.056337
s035_s03_r03,11702,s035,3,3,5.0712028,0.0,1.3934138,0.0,3.355281,6.512479,2.2621014,1.8340826,0.3468035,0.0,0.0,3.546463,0.0,2.63898,0.0,0.0,1.6270928,0.0,0.0,1.7996976,2.5806246,2.3593183,4.1485043,0.0,0.8928983,6.499036,1.8438514,0.0,0.0,0.0,0.0,0.0
s013_s02_r32,3681,s013,2,32,0.0,3.6748528,0.03237158,1.4452024,5.685014,2.2276883,2.133557,0.0,0.7152328,0.0,0.0,0.485143,0.0,0.0,0.0,0.0,0.0,3.0737796,1.128773,4.7281694,4.8063965,0.0,1.1011122,0.67204845,0.39983997,1.4699838,6.1834264,0.0,2.5968506,0.0,0.0,1.7033966
s011_s05_r25,3024,s011,5,25,5.7773414,4.2013435,7.1914816,0.0,1.118387,1.9654365,2.0062592,2.701573,0.0,0.005459249,0.0,2.8224483,5.3979473,0.0,6.273368,0.21059561,0.0,3.6701894,1.8755586,0.023302794,0.0,1.2281746,0.0,1.6846495,0.0,0.0,2.0631893,0.0,0.0,1.1996492,0.0,0.92498904
s015_s01_r31,4030,s015,1,31,1.4607801,3.824486,1.4142189,0.0,2.6707597,0.09749788,0.0,1.7538016,2.154786,2.3261251,0.0,2.4199471,1.181308,0.0,1.2747264,0.0,1.782887,6.3022685,0.7956526,0.69636905,4.7027307,1.4313226,0.0,3.5722232,1.9173617,0.0,2.4763935,0.0,0.0,3.3427205,2.6046772,2.575242
s004_s02_r20,869,s004,2,20,1.2025803,1.4558737,0.039798617,0.0,1.1850641,2.388506,3.3953857,0.0,1.963518,1.5141793,0.68713456,0.0,1.2266382,4.41887,1.8451667,3.0565865,0.6955518,1.9861058,1.1836056,6.1869993,2.7674456,0.0,1.3886106,2.05188,2.3595877,0.0,1.14246,4.0347056,1.3689044,0.20588219,0.052760005,0.8469455
s052_s01_r15,18014,s052,1,15,0.0,2.7898278,1.2042382,6.9199615,3.0971377,0.0,3.9254107,0.031242788,0.0,0.0,1.6619383,2.7813501,0.0,0.0,3.676813,0.0,0.0,0.0,0.0,0.0,4.2136307,4.8832226,0.0,0.5231817,0.0,0.0,2.1512344,7.612637,0.0,0.0,7.386304,5.758038
s011_s06_r20,3069,s011,6,20,5.2746964,3.4497163,7.9931436,0.0,0.08388364,1.0771537,4.2395787,1.0835416,0.0,1.9894551,0.0,2.932924,6.511934,0.0,7.2212873,0.96511996,0.0,3.1942415,2.6172225,1.0198903,0.0,1.3689778,0.0,1.7990863,0.0,0.0,3.909606,1.8568666,0.0,0.39023972,0.0,0.37200361
s028_s08_r13,9162,s028,8,13,4.073938,1.417445,0.0,0.0,4.3518944,4.7258205,2.7452831,2.72742,0.0,0.0,0.0,0.0,0.0,2.4517486,0.0,0.0,0.029135644,2.3637538,0.0,0.0,0.09812987,0.9402126,3.385882,0.0,4.4501014,3.286705,3.3992639,0.22190398,0.0,4.09962,0.0,4.6378675
s003_s07_r34,733,s003,7,34,9.653611,5.6810875,0.0,0.0,0.0,1.2153203,0.0,0.0,0.0,4.3016367,4.8835726,0.0,9.4656925,0.0,1.2710106,0.0,4.26712,0.0,4.1655874,0.0,0.0,0.0,0.0,0.0,5.8936787,0.0,0.0,0.0,0.0,0.0,5.6873918,0.0
s017_s03_r01,4900,s017,3,1,3.1854453,1.9068121,0.0,0.6575499,2.2330866,3.2785087,2.3267117,3.944023,0.0,0.0,0.0,0.0,0.0,2.7912629,0.0,0.0,1.769517,3.2644515,0.0,0.17474693,2.5042818,0.8041469,3.5936732,0.0,1.9765596,2.9543738,2.8268306,1.0109671,0.0,5.281383,0.0,4.0180764
